[2, 83, 172, 2, 0, 0, 66, 172, 2, 0, 0, 162, 0, 0, 2, 3, 26, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:00.036179
[2, 202, 172, 2, 0, 0, 172, 172, 2, 0, 0, 154, 0, 0, 3, 3, 13, 58, 2, 3, 13, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:01.821632
[2, 236, 172, 2, 0, 0, 172, 172, 2, 0, 0, 154, 0, 0, 3, 3, 13, 58, 2, 1, 14, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:02.332084
[2, 253, 172, 2, 0, 0, 200, 172, 2, 0, 0, 163, 0, 0, 2, 3, 17, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:02.587343
[2, 82, 173, 2, 0, 0, 50, 173, 2, 0, 0, 155, 0, 0, 3, 3, 18, 59, 2, 3, 18, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:03.863298
[2, 116, 173, 2, 0, 0, 79, 173, 2, 0, 0, 164, 0, 0, 2, 2, 15, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:04.374706
[2, 13, 174, 2, 0, 0, 214, 173, 2, 0, 0, 165, 0, 0, 2, 2, 17, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:06.670782
[2, 98, 174, 2, 0, 0, 62, 174, 2, 0, 0, 157, 0, 0, 3, 3, 23, 62, 2, 2, 18, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:07.946827
[2, 115, 174, 2, 0, 0, 91, 174, 2, 0, 0, 166, 0, 0, 2, 3, 26, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:08.202129
[2, 132, 174, 2, 0, 0, 91, 174, 2, 0, 0, 166, 0, 0, 2, 2, 15, 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:08.458480
[2, 251, 174, 2, 0, 0, 197, 174, 2, 0, 0, 158, 0, 0, 3, 3, 12, 57, 2, 1, 24, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:10.244578
[2, 29, 175, 2, 0, 0, 225, 174, 2, 0, 0, 167, 0, 0, 2, 2, 17, 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:10.754584
[2, 114, 175, 2, 0, 0, 76, 175, 2, 0, 0, 159, 0, 0, 3, 3, 23, 60, 2, 2, 18, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:12.030417
[2, 148, 175, 2, 0, 0, 103, 175, 2, 0, 0, 168, 0, 0, 2, 2, 15, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:12.541619
[2, 28, 176, 2, 0, 0, 237, 175, 2, 0, 0, 169, 0, 0, 2, 3, 14, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:14.582639
[2, 130, 176, 2, 0, 0, 87, 176, 2, 0, 0, 161, 0, 0, 3, 3, 23, 57, 2, 2, 18, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:16.113935
[2, 147, 176, 2, 0, 0, 116, 176, 2, 0, 0, 170, 0, 0, 2, 3, 26, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:16.369176
[2, 164, 176, 2, 0, 0, 116, 176, 2, 0, 0, 170, 0, 0, 2, 2, 15, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:16.624455
[2, 44, 177, 2, 0, 0, 250, 176, 2, 0, 0, 171, 0, 0, 2, 3, 14, 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:18.667112
[2, 129, 177, 2, 0, 0, 99, 177, 2, 0, 0, 163, 0, 0, 3, 3, 23, 61, 2, 3, 23, 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:19.945901
[2, 146, 177, 2, 0, 0, 128, 177, 2, 0, 0, 172, 0, 0, 2, 3, 18, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:20.197908
[2, 26, 178, 2, 0, 0, 234, 177, 2, 0, 0, 164, 0, 0, 3, 3, 12, 69, 2, 2, 13, 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:22.239646
[2, 77, 178, 2, 0, 0, 6, 178, 2, 0, 0, 173, 0, 0, 2, 1, 17, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:23.005101
[2, 162, 178, 2, 0, 0, 112, 178, 2, 0, 0, 165, 0, 0, 3, 3, 23, 60, 2, 2, 18, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:24.281691
[2, 179, 178, 2, 0, 0, 141, 178, 2, 0, 0, 174, 0, 0, 2, 3, 26, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:24.536189
[9, 220, 178, 2, 0, 0, 179, 178, 2, 0, 0, 4, 0, 0, 9, 1, 14, 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:25.046696
[2, 230, 178, 2, 0, 0, 112, 178, 2, 0, 0, 165, 0, 0, 3, 2, 18, 58, 2, 3, 22, 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	0:00:25.302840
